"code","buy","overweight","hold","underweight","sell","high","median","low","avearge","current","sys_load_time"
"CSL","8","0","5","0","0","$236.50","$222.18","$185.17","$215.31","$312.05","2020-08-19 16:44:32.878494+10"
"CWP","","","","","","","","","","","2020-08-19 16:44:34.024148+10"
"CSR","4","0","4","2","2","$4.77","$3.86","$3.10","$3.87","$3.61","2020-08-19 16:44:34.516267+10"
"DCN","2","0","2","0","1","$0.50","$0.40","$0.22","$0.37","$0.36","2020-08-19 16:44:35.523032+10"
"CNI","","","","","","","","","","","2020-08-19 16:44:35.535594+10"
"DXS","0","0","0","0","0"," "," "," "," ","$8.48","2020-08-19 16:44:36.957536+10"
"CIP","","","","","","","","","","","2020-08-19 16:44:37.081704+10"
"DMP","3","1","3","0","4","$88.00","$64.00","$40.00","$64.57","$83.70","2020-08-19 16:44:38.621323+10"
"DOW","5","1","3","0","0","$7.40","$4.70","$4.50","$5.12","$4.17","2020-08-19 16:44:38.6287+10"
"ECX","0","0","0","0","0"," "," "," "," ","$1.48","2020-08-19 16:44:40.396231+10"
"CQR","","","","","","","","","","","2020-08-19 16:44:40.624614+10"
"ELD","5","1","1","1","0","$13.65","$11.68","$7.73","$11.40","$10.36","2020-08-19 16:44:40.640586+10"
"EHL","5","1","2","0","0","$2.15","$1.40","$1.09","$1.44","$1.05","2020-08-19 16:44:42.210632+10"
"EML","3","1","1","0","0","$4.31","$4.20","$3.66","$4.11","$3.18","2020-08-19 16:44:42.251705+10"
"EVN","2","0","5","1","6","$7.00","$5.40","$4.08","$5.43","$6.00","2020-08-19 16:44:43.710626+10"
"A2M","5","1","3","1","2","$24.50","$21.85","$13.85","$20.67","$18.25","2020-08-19 16:44:43.803125+10"
"FAR","3","0","1","0","0","$0.02","$0.02","$0.02","$0.02","$0.01","2020-08-19 16:44:45.191653+10"
"CLW","","","","","","","","","","","2020-08-19 16:44:45.312288+10"
"FBU","1","2","11","0","0","$5.10","$3.84","$3.55","$3.90","$3.13","2020-08-19 16:44:45.385924+10"
"FLT","6","0","5","1","1","$18.53","$13.46","$6.50","$13.68","$11.81","2020-08-19 16:44:46.648121+10"
"FMG","2","0","13","0","3","$13.35","$9.98","$8.38","$10.38","$18.16","2020-08-19 16:44:46.862449+10"
"FNP","2","0","3","0","0","$8.24","$4.33","$2.60","$4.64","$3.01","2020-08-19 16:44:46.907387+10"
"FPH","4","1","2","1","4","$39.80","$31.79","$20.20","$31.97","$32.20","2020-08-19 16:44:48.224967+10"
"CKF","","","","","","","","","","","2020-08-19 16:44:48.684633+10"
"CCP","","","","","","","","","","","2020-08-19 16:44:56.216739+10"
"GMG","3","0","4","2","1","$20.37","$18.50","$11.93","$18.06","$18.28","2020-08-19 16:44:57.701222+10"
"GNC","3","1","4","0","0","$5.00","$4.62","$4.15","$4.60","$4.24","2020-08-19 16:44:59.155416+10"
"GOR","4","1","1","0","1","$2.25","$2.00","$1.80","$2.01","$1.72","2020-08-19 16:45:00.528295+10"
"DTL","","","","","","","","","","","2020-08-19 16:45:00.754146+10"
"GPT","8","1","0","1","1","$5.32","$4.41","$3.99","$4.48","$3.77","2020-08-19 16:45:02.216198+10"
"GOZ","2","0","1","0","0","$3.34","$3.30","$3.06","$3.23","$3.13","2020-08-19 16:45:02.489024+10"
"GWA","2","0","5","1","1","$2.90","$2.60","$2.20","$2.59","$2.45","2020-08-19 16:45:04.149188+10"
"GUD","1","0","8","0","0","$14.20","$11.60","$10.60","$11.94","$11.81","2020-08-19 16:45:05.211414+10"
"GXY","1","0","6","0","2","$0.96","$0.66","$0.28","$0.68","$1.18","2020-08-19 16:45:05.490302+10"
"DHG","","","","","","","","","","","2020-08-19 16:45:05.955958+10"
"HLS","3","0","6","0","0","$3.70","$3.26","$2.90","$3.28","$3.23","2020-08-19 16:45:06.730985+10"
"EHE","","","","","","","","","","","2020-08-19 16:45:08.641848+10"
"GDI","","","","","","","","","","","2020-08-19 16:45:11.684586+10"
"FXL","","","","","","","","","","","2020-08-19 16:45:12.265595+10"
"HVN","6","1","4","0","0","$4.80","$4.28","$3.90","$4.31","$4.27","2020-08-19 16:45:12.67992+10"
"IAG","5","1","5","0","1","$6.65","$5.60","$4.50","$5.75","$5.09","2020-08-19 16:45:13.826107+10"
"IEL","5","0","1","0","0","$18.20","$17.00","$11.76","$16.24","$14.92","2020-08-19 16:45:15.288394+10"
"GMA","","","","","","","","","","","2020-08-19 16:45:15.642752+10"
"IFL","2","0","5","0","1","$5.50","$4.70","$4.20","$4.76","$4.43","2020-08-19 16:45:16.815579+10"
"GEM","","","","","","","","","","","2020-08-19 16:45:16.898376+10"
"IFN","1","0","3","0","0","$0.92","$0.92","$0.88","$0.91","$0.92","2020-08-19 16:45:18.247167+10"
"IGO","7","1","5","1","2","$6.00","$5.30","$3.50","$5.12","$4.57","2020-08-19 16:45:19.740822+10"
"ILU","5","0","4","0","0","$11.00","$10.00","$9.10","$10.09","$9.97","2020-08-19 16:45:20.735042+10"
"IMD","2","1","4","0","0","$1.65","$1.55","$1.38","$1.51","$1.31","2020-08-19 16:45:22.219996+10"
"INA","1","0","0","0","0","$5.40","$5.40","$5.40","$5.40","$4.80","2020-08-19 16:45:23.730473+10"
"HT1","","","","","","","","","","","2020-08-19 16:45:31.147939+10"
"HPI","","","","","","","","","","","2020-08-19 16:45:31.436458+10"
"INR","1","0","0","0","0","$0.50","$0.50","$0.50","$0.50","$0.11","2020-08-19 16:45:32.469473+10"
"IPL","6","0","3","1","0","$2.32","$1.74","$1.43","$1.77","$2.12","2020-08-19 16:45:33.857725+10"
"IRE","0","0","0","0","0"," "," "," "," ","$11.23","2020-08-19 16:45:35.240271+10"
"HSN","","","","","","","","","","","2020-08-19 16:45:35.589261+10"
"IRI","0","0","1","0","0","$4.25","$4.25","$4.25","$4.25","$4.90","2020-08-19 16:45:36.858206+10"
"HUB","","","","","","","","","","","2020-08-19 16:45:37.617027+10"
"ITG","1","0","0","0","0","$0.49","$0.49","$0.49","$0.49","$0.28","2020-08-19 16:45:38.177818+10"
"JBH","1","0","8","0","5","$53.80","$45.50","$38.00","$45.59","$50.24","2020-08-19 16:45:40.181953+10"
"IAP","","","","","","","","","","","2020-08-19 16:45:40.440203+10"
"JHC","0","0","0","0","0"," "," "," "," ","$0.47","2020-08-19 16:45:41.629508+10"
"IGL","","","","","","","","","","","2020-08-19 16:45:42.497802+10"
"IFM","","","","","","","","","","","2020-08-19 16:45:42.642955+10"
"JMS","4","0","0","0","0","$0.53","$0.44","$0.35","$0.44","$0.28","2020-08-19 16:45:43.117563+10"
"KAR","4","0","0","0","0","$1.56","$1.38","$1.14","$1.36","$0.84","2020-08-19 16:45:43.890693+10"
"KGN","2","0","2","0","1","$24.00","$21.75","$19.68","$21.80","$22.00","2020-08-19 16:45:44.271983+10"
"LLC","5","1","3","0","0","$16.32","$13.63","$12.00","$13.87","$11.31","2020-08-19 16:45:45.638651+10"
"LNK","4","0","1","1","1","$5.90","$4.65","$3.50","$4.66","$4.27","2020-08-19 16:45:45.820956+10"
"LYC","4","1","0","0","0","$4.50","$3.00","$2.65","$3.33","$2.49","2020-08-19 16:45:47.401469+10"
"MAH","3","0","0","0","0","$0.44","$0.36","$0.35","$0.38","$0.28","2020-08-19 16:45:49.263875+10"
"MFG","0","0","0","0","0"," "," "," "," ","$63.32","2020-08-19 16:45:50.936072+10"
"MGX","1","0","1","0","0","$1.00","$0.88","$0.75","$0.88","$0.75","2020-08-19 16:45:53.939946+10"
"ING","","","","","","","","","","","2020-08-19 16:45:54.146646+10"
"MIN","1","0","5","0","1","$26.50","$22.36","$20.20","$22.53","$27.42","2020-08-19 16:45:55.571479+10"
"MLD","0","0","0","0","0"," "," "," "," ","$0.97","2020-08-19 16:45:55.577627+10"
"MND","2","2","10","0","1","$12.63","$10.80","$8.40","$10.54","$10.43","2020-08-19 16:45:57.75341+10"
"IPH","","","","","","","","","","","2020-08-19 16:45:58.19214+10"
"MP1","5","0","5","0","0","$17.00","$14.93","$12.45","$14.83","$15.54","2020-08-19 16:45:59.16676+10"
"MPL","3","0","5","0","1","$3.60","$2.96","$2.70","$2.98","$2.86","2020-08-19 16:45:59.669839+10"
"ISX","","","","","","","","","","","2020-08-19 16:46:00.481394+10"
"MQG","8","0","4","1","0","$150.00","$129.48","$105.00","$127.74","$128.08","2020-08-19 16:46:00.847377+10"
"MSB","6","0","1","0","0","$23.00","$21.00","$7.53","$17.90","$5.09","2020-08-19 16:46:01.284293+10"
"MTS","8","0","1","2","0","$3.60","$3.25","$2.90","$3.23","$2.96","2020-08-19 16:46:01.603642+10"
"IVC","","","","","","","","","","","2020-08-19 16:46:03.028155+10"
"MYX","2","0","5","0","0","$0.63","$0.44","$0.38","$0.47","$0.35","2020-08-19 16:46:04.506893+10"
"NAB","9","2","1","0","2","$8.61","$7.35","$5.43","$7.21","$17.90","2020-08-19 16:46:04.901153+10"
"NAN","2","0","1","2","0","$7.50","$6.08","$4.50","$6.20","$6.50","2020-08-19 16:46:05.104338+10"
"NCM","4","0","8","2","1","$29.54","$25.59","$20.08","$25.60","$33.86","2020-08-19 16:46:06.434617+10"
"NCZ","3","0","0","0","0","$0.48","$0.45","$0.40","$0.44","$0.19","2020-08-19 16:46:06.560319+10"
"NEA","7","0","0","0","0","$3.25","$2.75","$2.30","$2.75","$2.37","2020-08-19 16:46:07.871409+10"
"NGI","2","0","0","0","0","$1.65","$1.62","$1.60","$1.62","$1.63","2020-08-19 16:46:09.239721+10"
"LOV","","","","","","","","","","","2020-08-19 16:46:10.213186+10"
"LIC","","","","","","","","","","","2020-08-19 16:46:10.416439+10"
"NHC","1","2","2","0","1","$2.50","$1.60","$1.10","$1.66","$1.30","2020-08-19 16:46:10.734059+10"
"NIC","4","0","1","0","0","$0.77","$0.72","$0.54","$0.69","$0.63","2020-08-19 16:46:11.826315+10"
"JIN","","","","","","","","","","","2020-08-19 16:46:12.041699+10"
"NHF","0","0","0","0","0"," "," "," "," ","$4.92","2020-08-19 16:46:12.206447+10"
"NST","3","0","9","1","3","$18.00","$15.07","$11.40","$14.97","$14.45","2020-08-19 16:46:13.341666+10"
"NUF","6","0","4","0","3","$6.74","$4.90","$4.60","$5.18","$4.17","2020-08-19 16:46:13.535507+10"
"NXT","7","0","4","0","0","$14.15","$12.05","$10.00","$12.14","$11.90","2020-08-19 16:46:15.706933+10"
"OFX","0","0","1","0","0","$1.70","$1.70","$1.70","$1.70","$1.25","2020-08-19 16:46:17.452638+10"
"MVF","","","","","","","","","","","2020-08-19 16:46:30.346936+10"
"NEC","","","","","","","","","","","2020-08-19 16:46:31.418458+10"
"ORA","1","0","9","0","0","$3.30","$2.65","$2.45","$2.71","$2.39","2020-08-19 16:46:31.746959+10"
"NCK","","","","","","","","","","","2020-08-19 16:46:32.277587+10"
"ORE","4","0","6","0","2","$3.24","$2.02","$1.34","$2.14","$2.91","2020-08-19 16:46:32.905818+10"
"MYS","","","","","","","","","","","2020-08-19 16:46:32.944256+10"
"ORG","7","1","2","0","0","$7.70","$6.81","$5.70","$6.78","$5.90","2020-08-19 16:46:33.184154+10"
"ORI","2","0","3","1","0","$20.30","$18.05","$16.59","$18.14","$18.19","2020-08-19 16:46:33.324632+10"
"OZL","8","2","4","1","1","$16.00","$13.70","$10.50","$13.31","$14.65","2020-08-19 16:46:34.716747+10"
"OSH","10","1","4","0","0","$19.55","$13.99","$9.95","$13.60","$3.09","2020-08-19 16:46:35.01948+10"
"PDN","0","0","0","0","0"," "," "," "," ","$0.14","2020-08-19 16:46:35.085972+10"
"NSR","","","","","","","","","","","2020-08-19 16:46:35.10828+10"
"PET","0","0","0","0","0"," "," "," "," ","$0.35","2020-08-19 16:46:36.067186+10"
"PME","1","0","4","0","0","$30.00","$29.83","$24.00","$28.41","$25.31","2020-08-19 16:46:36.454117+10"
"PLS","1","0","1","0","3","$0.40","$0.30","$0.23","$0.30","$0.34","2020-08-19 16:46:36.489008+10"
"PGH","2","1","2","0","0","$2.60","$2.52","$2.35","$2.50","$2.42","2020-08-19 16:46:36.682684+10"
"NWH","","","","","","","","","","","2020-08-19 16:46:37.348688+10"
"PNV","1","2","2","0","0","$2.90","$2.83","$2.60","$2.79","$2.19","2020-08-19 16:46:37.93956+10"
"NWL","","","","","","","","","","","2020-08-19 16:46:38.428319+10"
"PPT","3","2","5","0","0","$45.00","$37.62","$33.50","$38.34","$30.97","2020-08-19 16:46:38.537272+10"
"PRN","5","1","1","0","0","$2.00","$1.90","$1.35","$1.81","$1.12","2020-08-19 16:46:38.64488+10"
"PRU","3","0","1","0","2","$1.95","$1.60","$1.25","$1.60","$1.47","2020-08-19 16:46:39.389455+10"
"QAN","7","0","3","0","1","$5.31","$4.60","$3.00","$4.37","$3.76","2020-08-19 16:46:39.841936+10"
"QBE","9","0","1","0","2","$9.14","$8.61","$5.74","$8.18","$10.82","2020-08-19 16:46:40.830768+10"
"QUB","5","1","4","0","1","$3.50","$3.10","$2.45","$3.10","$2.84","2020-08-19 16:46:42.416789+10"
"REA","3","1","7","1","1","$128.00","$108.00","$90.80","$110.29","$118.68","2020-08-19 16:46:42.554563+10"
"OML","","","","","","","","","","","2020-08-19 16:46:43.574792+10"
"RFF","3","1","0","0","0","$2.42","$2.30","$2.19","$2.30","$2.17","2020-08-19 16:46:44.003306+10"
"RHC","6","0","3","1","2","$78.25","$71.60","$56.00","$69.18","$67.93","2020-08-19 16:46:45.03962+10"
"RIO","5","0","0","1","0","$81.15","$69.00","$63.45","$71.20","$101.67","2020-08-19 16:46:45.563625+10"
"RMS","3","0","1","0","0","$2.46","$2.36","$2.25","$2.35","$2.04","2020-08-19 16:46:46.888068+10"
"RRL","2","0","7","1","4","$6.50","$5.60","$4.50","$5.48","$5.69","2020-08-19 16:46:46.901409+10"
"RSG","7","1","1","0","0","$1.57","$1.20","$1.07","$1.22","$1.11","2020-08-19 16:46:48.279834+10"
"RWC","5","2","2","0","1","$3.65","$3.27","$2.65","$3.26","$2.92","2020-08-19 16:46:48.305849+10"
"S32","14","1","3","0","2","$2.10","$1.86","$1.29","$1.80","$2.15","2020-08-19 16:46:49.708206+10"
"SAR","4","0","6","1","2","$6.75","$6.00","$4.70","$5.93","$5.52","2020-08-19 16:46:49.793159+10"
"SCG","3","0","4","1","1","$3.57","$2.25","$2.00","$2.44","$1.99","2020-08-19 16:46:51.367275+10"
"SBM","5","0","2","0","1","$4.30","$3.75","$3.00","$3.79","$3.43","2020-08-19 16:46:51.37331+10"
"SDA","0","0","1","0","0","$0.78","$0.78","$0.78","$0.78","$0.79","2020-08-19 16:46:52.755977+10"
"SCP","1","0","7","0","2","$2.70","$2.30","$1.72","$2.26","$2.12","2020-08-19 16:46:52.793403+10"
"SEK","4","0","8","1","0","$31.00","$20.18","$17.20","$21.06","$19.71","2020-08-19 16:46:54.339695+10"
"SFR","8","1","5","0","1","$6.80","$5.70","$4.60","$5.72","$4.90","2020-08-19 16:46:56.241484+10"
"PDL","","","","","","","","","","","2020-08-19 16:46:58.320223+10"
"SGM","2","2","5","1","1","$10.20","$8.72","$6.00","$8.64","$7.96","2020-08-19 16:46:59.888939+10"
"SGP","5","0","3","1","0","$4.38","$3.56","$3.16","$3.72","$3.42","2020-08-19 16:47:01.376136+10"
"PNI","","","","","","","","","","","2020-08-19 16:47:02.242321+10"
"SGR","8","0","3","0","0","$4.45","$3.70","$2.70","$3.63","$2.83","2020-08-19 16:47:02.902214+10"
"SHL","6","1","5","0","1","$38.00","$32.90","$28.00","$32.29","$34.58","2020-08-19 16:47:03.268015+10"
"PTM","","","","","","","","","","","2020-08-19 16:47:04.202963+10"
"SHV","2","1","2","0","0","$9.80","$6.60","$6.10","$7.33","$5.73","2020-08-19 16:47:04.61903+10"
"RDC","","","","","","","","","","","2020-08-19 16:47:04.933067+10"
"PMV","","","","","","","","","","","2020-08-19 16:47:05.055778+10"
"SKI","2","1","3","0","1","$2.56","$2.15","$2.03","$2.24","$2.19","2020-08-19 16:47:05.540053+10"
"SKC","7","0","2","0","1","$3.50","$3.10","$2.40","$3.10","$2.25","2020-08-19 16:47:06.003036+10"
"REG","","","","","","","","","","","2020-08-19 16:47:06.62553+10"
"SLR","2","1","2","0","0","$2.70","$2.50","$2.40","$2.53","$2.27","2020-08-19 16:47:07.119084+10"
"SOL","0","0","1","0","0","$20.04","$20.04","$20.04","$20.04","$20.82","2020-08-19 16:47:08.042589+10"
"SPK","1","0","2","0","1","$5.00","$4.80","$4.00","$4.65","$4.54","2020-08-19 16:47:08.569218+10"
"SPL","1","0","0","0","0","$1.75","$1.75","$1.75","$1.75","$1.06","2020-08-19 16:47:09.469818+10"
"STO","10","2","4","0","0","$5.34","$4.41","$3.56","$4.52","$5.88","2020-08-19 16:47:11.068871+10"
"SUL","0","0","0","0","0"," "," "," "," ","$10.20","2020-08-19 16:47:12.541014+10"
"SUN","5","0","3","1","2","$11.82","$9.50","$7.50","$9.65","$8.80","2020-08-19 16:47:13.954328+10"
"SVW","5","1","1","0","0","$20.50","$19.18","$16.20","$19.13","$18.50","2020-08-19 16:47:15.482108+10"
"SWM","2","1","3","0","0","$0.45","$0.14","$0.10","$0.20","$0.13","2020-08-19 16:47:16.943211+10"
"SGF","","","","","","","","","","","2020-08-19 16:47:20.068117+10"
"SDF","","","","","","","","","","","2020-08-19 16:47:20.83603+10"
"SXY","8","0","1","0","0","$0.60","$0.42","$0.30","$0.41","$0.27","2020-08-19 16:47:21.601727+10"
"SYD","7","1","4","1","1","$6.40","$5.91","$4.28","$5.70","$5.37","2020-08-19 16:47:22.169932+10"
"SYR","1","0","2","0","1","$0.50","$0.29","$0.12","$0.30","$0.41","2020-08-19 16:47:22.628995+10"
"TAH","2","1","7","1","2","$5.00","$3.68","$2.60","$3.75","$3.67","2020-08-19 16:47:24.06216+10"
"TCL","4","0","7","1","2","$16.16","$14.03","$12.60","$14.18","$13.59","2020-08-19 16:47:24.125007+10"
"TGR","2","0","0","0","0","$5.35","$4.63","$3.90","$4.63","$3.66","2020-08-19 16:47:25.515544+10"
"TLS","6","1","6","1","1","$4.20","$3.33","$3.00","$3.47","$3.07","2020-08-19 16:47:26.301716+10"
"TWE","6","1","6","0","1","$12.46","$10.25","$7.24","$10.04","$9.68","2020-08-19 16:47:27.966584+10"
"SIQ","","","","","","","","","","","2020-08-19 16:47:30.047511+10"
"SLC","","","","","","","","","","","2020-08-19 16:47:31.866687+10"
"VCX","2","0","6","1","1","$1.82","$1.50","$1.28","$1.52","$1.27","2020-08-19 16:47:32.079697+10"
"VOC","3","0","4","2","0","$4.10","$3.60","$3.25","$3.59","$3.07","2020-08-19 16:47:32.608203+10"
"SIG","","","","","","","","","","","2020-08-19 16:47:32.666453+10"
"VRT","0","0","0","0","0"," "," "," "," ","$3.41","2020-08-19 16:47:33.596981+10"
"VRL","0","0","2","0","0","$2.32","$2.32","$2.32","$2.32","$2.13","2020-08-19 16:47:34.214778+10"
"SM1","","","","","","","","","","","2020-08-19 16:47:35.239076+10"
"SSM","","","","","","","","","","","2020-08-19 16:47:35.246396+10"
"WAF","2","1","1","0","0","$1.95","$1.20","$1.00","$1.31","$1.00","2020-08-19 16:47:35.806202+10"
"WBC","0","1","0","0","0","$17.37","$13.14","$8.94","$13.69","$17.40","2020-08-19 16:47:35.896331+10"
"WES","0","0","10","1","3","$47.60","$42.00","$37.60","$41.55","$48.88","2020-08-19 16:47:36.641063+10"
"WEB","4","0","2","0","2","$5.35","$3.85","$2.75","$3.91","$3.68","2020-08-19 16:47:36.718746+10"
"WGX","3","0","0","0","0","$3.25","$2.90","$2.80","$2.98","$2.20","2020-08-19 16:47:37.272362+10"
"WHC","10","1","2","0","2","$4.00","$2.28","$1.30","$2.21","$1.32","2020-08-19 16:47:37.303732+10"
"WOW","5","1","5","0","0","$323.66","$292.99","$244.07","$286.59","$40.58","2020-08-19 16:47:38.013295+10"
"WOR","6","3","2","0","1","$13.65","$11.45","$8.40","$11.40","$8.98","2020-08-19 16:47:38.089618+10"
"WPL","9","2","5","0","0","$24.17","$17.22","$14.35","$17.42","$20.54","2020-08-19 16:47:38.853774+10"
"WSA","6","0","6","1","0","$3.25","$2.70","$2.30","$2.72","$2.44","2020-08-19 16:47:39.451335+10"
"WTC","4","0","0","1","2","$27.00","$23.00","$17.75","$21.95","$27.87","2020-08-19 16:47:39.654107+10"
"XRO","3","2","4","1","3","$112.44","$88.14","$59.54","$89.19","$96.19","2020-08-19 16:47:40.307139+10"
"SXL","","","","","","","","","","","2020-08-19 16:47:43.125666+10"
"TNE","","","","","","","","","","","2020-08-19 16:47:50.507849+10"
"UMG","","","","","","","","","","","2020-08-19 16:47:51.680666+10"
"VEA","","","","","","","","","","","2020-08-19 16:47:57.602203+10"
"WPP","","","","","","","","","","","2020-08-19 16:48:00.868619+10"
"Z1P","","","","","","","","","","","2020-08-19 16:48:01.665517+10"
"ALU","3","0","7","0","1","$38.91","$26.06","$22.44","$26.86","$36.94","2020-08-19 17:10:05.627972+10"
"AMI","2","1","0","0","0","$0.75","$0.70","$0.60","$0.68","$0.56","2020-08-19 17:10:06.040459+10"
"ALQ","0","0","0","0","0"," "," "," "," ","$9.06","2020-08-19 17:10:06.939403+10"
"ALL","12","0","1","0","0","$36.60","$29.80","$28.00","$30.43","$28.25","2020-08-19 17:10:07.031875+10"
"ABC","2","1","5","2","5","$3.20","$2.20","$1.85","$2.29","$2.32","2020-08-19 17:10:07.574717+10"
"APT","5","0","6","0","1","$101.00","$70.07","$27.00","$68.76","$74.90","2020-08-19 17:10:07.818941+10"
"ASX","0","0","0","1","8","$86.67","$73.00","$65.00","$73.67","$87.52","2020-08-19 17:10:07.923282+10"
"CHC","7","0","0","0","1","$12.54","$11.30","$6.42","$10.57","$11.25","2020-08-19 17:10:08.862653+10"
"MMS","0","0","0","0","0"," "," "," "," ","$8.72","2020-08-19 17:10:09.134902+10"
"MYR","3","1","1","0","0","$0.65","$0.27","$0.20","$0.35","$0.21","2020-08-19 17:10:09.551033+10"
"MNY","","","","","","","","","","","2020-08-19 17:10:38.108292+10"
"COF","","","","","","","","","","","2020-08-19 17:10:39.848532+10"
"BUB","","","","","","","","","","","2020-08-19 17:10:41.085678+10"
"ALU","3","0","7","0","1","$38.91","$26.06","$22.44","$26.86","$35.83","2020-08-20 16:40:06.473191+10"
"WPP","","","","","","","","","","","2020-08-20 16:50:11.149629+10"
"LOV","","","","","","","","","","","2020-08-20 16:48:18.939917+10"
"ABC","2","1","5","2","5","$3.20","$2.20","$1.85","$2.29","$2.37","2020-08-20 16:40:07.60796+10"
"AMP","2","0","7","1","2","$2.60","$1.60","$1.20","$1.62","$1.44","2020-08-20 16:40:14.696519+10"
"ALQ","0","0","0","0","0"," "," "," "," ","$9.00","2020-08-20 16:40:15.411015+10"
"APA","2","0","2","1","0","$12.68","$11.36","$10.79","$11.62","$11.37","2020-08-20 16:40:17.180484+10"
"ARB","1","1","4","0","1","$23.60","$22.25","$19.70","$21.90","$24.40","2020-08-20 16:40:24.254985+10"
"ABP","","","","","","","","","","","2020-08-20 16:40:45.366025+10"
"AMA","","","","","","","","","","","2020-08-20 16:40:45.917608+10"
"AX1","","","","","","","","","","","2020-08-20 16:40:47.193471+10"
"AHY","2","1","1","1","0","$1.30","$1.28","$1.10","$1.23","$1.09","2020-08-20 16:40:48.418605+10"
"AYS","","","","","","","","","","","2020-08-20 16:40:48.44252+10"
"ADI","","","","","","","","","","","2020-08-20 16:40:49.897081+10"
"ALL","12","0","1","0","0","$36.60","$29.80","$28.00","$30.43","$28.15","2020-08-20 16:40:50.219853+10"
